timestamp,username,login_hour,failed_logins,files_accessed,download_mb,new_ip
2026-08-04 06:51:54.348429,user04,16,1,21,42,0
2026-08-04 06:50:54.348433,user01,14,1,30,61,0
2026-08-04 06:49:54.348438,user01,9,1,12,32,0
2026-08-04 06:48:54.348442,user05,8,2,15,40,0
2026-08-04 06:47:54.348446,user01,14,0,5,40,0
2026-08-04 06:46:54.348450,user03,10,2,13,63,0
2026-08-04 06:45:54.348454,user01,13,2,7,89,0
2026-08-04 06:44:54.348459,user04,18,2,25,42,0
2026-08-04 06:43:54.348463,user05,8,0,29,33,0
2026-08-04 06:42:54.348467,user01,16,1,29,97,1
2026-08-04 06:41:54.348472,user02,11,1,14,31,0
2026-08-04 06:40:54.348476,user01,18,0,7,86,0
2026-08-04 06:39:54.348488,user04,17,0,23,59,0
2026-08-04 06:38:54.348492,user04,15,2,5,97,0
2026-08-04 06:37:54.348497,user02,13,0,10,5,0
2026-08-04 06:36:54.348501,user04,9,1,11,69,0
2026-08-04 06:35:54.358973,user02,9,0,27,70,0
2026-08-04 06:34:54.359567,user04,8,1,5,28,0
2026-08-04 06:33:54.359588,user02,13,2,27,83,0
2026-08-04 06:32:54.359594,user05,10,0,26,54,0
2026-08-04 06:31:54.359598,user03,9,2,18,9,0
2026-08-04 06:30:54.359603,user02,17,0,16,61,0
2026-08-04 06:29:54.359609,user03,12,2,27,28,1
2026-08-04 06:28:54.359613,user03,11,2,19,81,0
2026-08-04 06:27:54.359618,user03,15,0,27,45,0
2026-08-04 06:26:54.359911,user02,16,1,6,76,0
2026-08-04 06:25:54.359928,user03,18,1,8,84,0
2026-08-04 06:24:54.359934,user05,8,1,11,15,0
2026-08-04 06:23:54.359939,user05,10,2,5,0,0
2026-08-04 06:22:54.359944,user02,9,1,23,87,1
2026-08-04 06:21:54.359949,user02,17,0,10,61,0
2026-08-04 06:20:54.359953,user01,15,1,24,97,0
2026-08-04 06:19:54.359958,user03,9,0,21,74,0
2026-08-04 06:18:54.359963,user02,8,2,24,88,1
2026-08-04 06:17:54.359968,user04,16,2,12,38,0
2026-08-04 06:16:54.359974,user04,11,0,14,50,0
2026-08-04 06:15:54.359978,user01,9,2,28,42,1
2026-08-04 06:14:54.359983,user04,8,2,26,90,0
2026-08-04 06:13:54.359987,user03,12,2,19,87,0
2026-08-04 22:52:54.359991,user03,2,12,700,5000,1
2026-08-04 22:52:54.359994,test_normal,10,0,15,20,0
2026-08-04 22:52:54.359995,test_night_login,2,0,15,20,0
2026-08-04 22:52:54.359996,test_failed_logins,10,10,15,20,0
2026-08-04 22:52:54.359997,test_file_access,11,0,500,20,0
2026-08-04 22:52:54.359998,test_large_download,11,0,20,5000,0
2026-08-04 22:52:54.359999,test_critical,2,12,700,5000,1
